date,symbol,reportedCurrency,cik,filingDate,acceptedDate,fiscalYear,period,cashAndCashEquivalents,shortTermInvestments,cashAndShortTermInvestments,netReceivables,accountsReceivables,otherReceivables,inventory,prepaids,otherCurrentAssets,totalCurrentAssets,propertyPlantEquipmentNet,goodwill,intangibleAssets,goodwillAndIntangibleAssets,longTermInvestments,taxAssets,otherNonCurrentAssets,totalNonCurrentAssets,otherAssets,totalAssets,totalPayables,accountPayables,otherPayables,accruedExpenses,shortTermDebt,capitalLeaseObligationsCurrent,taxPayables,deferredRevenue,otherCurrentLiabilities,totalCurrentLiabilities,longTermDebt,capitalLeaseObligationsNonCurrent,deferredRevenueNonCurrent,deferredTaxLiabilitiesNonCurrent,otherNonCurrentLiabilities,totalNonCurrentLiabilities,otherLiabilities,capitalLeaseObligations,totalLiabilities,treasuryStock,preferredStock,commonStock,retainedEarnings,additionalPaidInCapital,accumulatedOtherComprehensiveIncomeLoss,otherTotalStockholdersEquity,totalStockholdersEquity,totalEquity,minorityInterest,totalLiabilitiesAndTotalEquity,totalInvestments,totalDebt,netDebt,symbol_income,reportedCurrency_income,cik_income,filingDate_income,acceptedDate_income,fiscalYear_income,period_income,revenue,costOfRevenue,grossProfit,researchAndDevelopmentExpenses,generalAndAdministrativeExpenses,sellingAndMarketingExpenses,sellingGeneralAndAdministrativeExpenses,otherExpenses,operatingExpenses,costAndExpenses,netInterestIncome,interestIncome,interestExpense,depreciationAndAmortization,ebitda,ebit,nonOperatingIncomeExcludingInterest,operatingIncome,totalOtherIncomeExpensesNet,incomeBeforeTax,incomeTaxExpense,netIncomeFromContinuingOperations,netIncomeFromDiscontinuedOperations,otherAdjustmentsToNetIncome,netIncome,netIncomeDeductions,bottomLineNetIncome,eps,epsDiluted,weightedAverageShsOut,weightedAverageShsOutDil,symbol_cashflow,reportedCurrency_cashflow,cik_cashflow,filingDate_cashflow,acceptedDate_cashflow,fiscalYear_cashflow,period_cashflow,netIncome_cashflow,depreciationAndAmortization_cashflow,deferredIncomeTax,stockBasedCompensation,changeInWorkingCapital,accountsReceivables_cashflow,inventory_cashflow,accountsPayables,otherWorkingCapital,otherNonCashItems,netCashProvidedByOperatingActivities,investmentsInPropertyPlantAndEquipment,acquisitionsNet,purchasesOfInvestments,salesMaturitiesOfInvestments,otherInvestingActivities,netCashProvidedByInvestingActivities,netDebtIssuance,longTermNetDebtIssuance,shortTermNetDebtIssuance,netStockIssuance,netCommonStockIssuance,commonStockIssuance,commonStockRepurchased,netPreferredStockIssuance,netDividendsPaid,commonDividendsPaid,preferredDividendsPaid,otherFinancingActivities,netCashProvidedByFinancingActivities,effectOfForexChangesOnCash,netChangeInCash,cashAtEndOfPeriod,cashAtBeginningOfPeriod,operatingCashFlow,capitalExpenditure,freeCashFlow,incomeTaxesPaid,interestPaid
2009-02-15,COST,USD,0000909832,2009-03-18,2009-03-18 14:56:00,2009,Q2,2705000000,577000000,3282000000,880000000,880000000,0,4995000000,0,534000000,9691000000,10354000000,0,0,0,0,0,692000000,11046000000,0,20737000000,5000000000,5000000000,0,1700000000,173000000,0,0,795000000,1330000000,8998000000,2198000000,0,0,332000000,0,2530000000,0,0,11528000000,0,0,2000000,5676000000,3661000000,-218000000,0,9121000000,9209000000,88000000,20737000000,577000000,2371000000,-334000000,COST,USD,0000909832,2009-03-18,2009-03-18 14:56:00,2009,Q2,16843000000,14771000000,2072000000,0,0,0,1673000000,1000000,1674000000,16445000000,-17000000,8000000,25000000,161000000,571000000,410000000,-12000000,398000000,-13000000,381000000,142000000,243000000,0,0,239000000,0,239000000,0.55,0.55,433476000,439688000,COST,USD,0000909832,2009-03-18,2009-03-18 14:56:00,2009,Q2,239000000,161000000,-10000000,45000000,424000000,0,976000000,-784000000,-552000000,51000000,861000000,-296000000,4000000,-358000000,396000000,-3000000,-257000000,-87000000,-1000000,-86000000,0,0,29000000,0,0,-69000000,-69000000,0,29000000,-123000000,9000000,490000000,2705000000,2215000000,861000000,-296000000,565000000,-204000000,-105000000
2008-11-23,COST,USD,0000909832,2008-12-19,2008-12-19 16:15:01,2009,Q1,2215000000,602000000,2817000000,775000000,775000000,0,5933000000,0,575000000,10100000000,10192000000,0,0,0,0,0,705000000,10897000000,0,20997000000,5847000000,5847000000,0,1548000000,169000000,0,0,770000000,1204000000,9538000000,2196000000,0,0,327000000,0,2523000000,0,0,12061000000,0,0,2000000,5506000000,3583000000,-240000000,0,8851000000,8936000000,85000000,20997000000,602000000,2365000000,150000000,COST,USD,0000909832,2008-12-19,2008-12-19 16:15:01,2009,Q1,16395000000,14276000000,2119000000,0,0,0,1690000000,7000000,1697000000,15973000000,-19000000,6000000,25000000,155000000,598000000,443000000,-21000000,422000000,-4000000,415000000,152000000,266000000,0,0,263000000,0,263000000,0.61,0.6,432451000,440533000,COST,USD,0000909832,2008-12-19,2008-12-19 16:15:01,2009,Q1,263000000,155000000,3000000,44000000,-531000000,0,-1096000000,777000000,-212000000,27000000,-39000000,-375000000,0,-643000000,717000000,-1000000,-302000000,39000000,-1000000,40000000,-67000000,-67000000,0,-67000000,0,-69000000,-69000000,0,4000000,-83000000,-63000000,-404000000,2215000000,2619000000,-39000000,-375000000,-414000000,28000000,53000000
2008-08-31,COST,USD,0000909832,2008-10-16,2008-10-16 17:27:27,2008,Q4,2619429000,655584000,3275013000,747968000,747968000,0,5039413000,0,399651000,9462045000,10354996000,0,0,0,0,0,865307000,11220303000,0,20682348000,5224753000,5224753000,0,1603763000,140412000,0,0,748438000,1156799000,8874165000,2205952000,0,0,328313000,0,2534265000,0,0,11408430000,0,0,2163000,5360854000,3543383000,285661000,0,9192061000,9273918000,81857000,20682348000,655584000,2346364000,-273065000,COST,USD,0000909832,2008-10-16,2008-10-16 17:27:27,2008,Q4,23099887000,20298028000,2801859000,0,0,0,2203956000,-6171000,2197785000,22495813000,0,0,0,216560000,820634000,604074000,0,604074000,2949000,607023000,209195000,397828000,0,0,397828000,0,397828000,0.9,0.9,434223000,441000000,COST,USD,0000909832,2008-10-16,2008-10-16 17:27:27,2008,Q4,397828000,216560000,55409000,0,-283303000,0,209405000,0,-492708000,50055000,412962000,-449441000,32663000,-409712000,579117000,-3181000,-250554000,-226471000,-226471000,0,-192793000,-192793000,-282370000,-234055000,0,-138989000,-138989000,0,183366000,-374887000,-16750000,-229229000,2619429000,2848658000,412962000,-449441000,-36479000,0,0
2008-05-11,COST,USD,0000909832,2008-06-13,2008-06-13 15:40:40,2008,Q3,2848658000,805963000,3654621000,682574000,682574000,0,5305725000,0,435546000,10078466000,10249026000,0,0,0,0,0,875858000,11124884000,0,21203350000,5720508000,5720508000,0,1531576000,97573000,0,0,784813000,1391043000,9525513000,2186856000,0,0,298354000,0,2485210000,0,0,12010723000,0,0,2175000,5248498000,3471595000,393305000,0,9115573000,9192627000,77054000,21203350000,805963000,2284429000,-564229000,COST,USD,0000909832,2008-06-13,2008-06-13 15:40:40,2008,Q3,16613717000,14548022000,2065695000,0,0,0,1590915000,9205000,1600120000,16148142000,-6000000,19000000,25000000,149980000,639458000,490000000,-24000000,465575000,-1000000,465323000,170257000,295000000,0,0,295000000,0,295000000,0.68,0.67,433678000,443281000,COST,USD,0000909832,2008-06-13,2008-06-13 15:40:40,2008,Q3,295066000,149980000,-14149000,0,468607000,0,-81832000,0,550439000,20805000,909823000,-370370000,4469000,-441872000,530640000,9588000,-267545000,75697000,75697000,0,-373117000,-373117000,163238000,-254237000,0,-62945000,-62945000,0,306228000,-54245000,-6756000,581277000,2848658000,2267381000,909823000,-370370000,539453000,0,0
2008-02-17,COST,USD,0000909832,2008-03-28,2008-03-28 16:56:12,2008,Q2,2267381000,832966000,3100347000,815220000,815220000,0,5235648000,0,518190000,9669405000,10047942000,0,0,0,0,0,951530000,10999472000,0,20668877000,5338177000,5338177000,0,1598642000,137934000,0,0,0,2094336000,9169089000,2181919000,0,0,297908000,0,2479827000,0,0,11648916000,0,0,2171000,5235650000,3278580000,429990000,0,8946391000,9019961000,73570000,20668877000,832966000,2319853000,52472000,COST,USD,0000909832,2008-03-28,2008-03-28 16:56:12,2008,Q2,16959886000,14833189000,2126697000,0,0,0,1625230000,-2865000,1622365000,16455554000,0,0,0,145048000,504332000,504332000,0,504332000,17133000,521465000,193615000,327850000,0,0,327850000,0,327850000,0.75,0.74,434779000,444925000,COST,USD,0000909832,2008-03-28,2008-03-28 16:56:12,2008,Q2,327850000,145048000,-15629000,0,93953000,0,519711000,0,-425758000,45540000,582505000,-341693000,5745000,-613087000,459452000,-383892000,-873475000,162303000,162303000,0,-72883000,-72883000,50132000,-122847000,0,0,0,0,-271151000,-181731000,-2272000,-474973000,2267381000,2742354000,582505000,-341693000,240812000,0,0
2007-11-25,COST,USD,0000909832,2007-12-21,2007-12-21 15:41:54,2008,Q1,2742354000,467703000,3210057000,763069000,763069000,0,5773342000,0,555441000,10301909000,9919546000,0,0,0,0,0,782614000,10702160000,0,21004069000,6168251000,6168251000,0,1504656000,36798000,0,0,751210000,1232840000,9693755000,2182308000,0,0,295118000,0,2477426000,0,0,12171181000,0,0,2175000,5085481000,3197235000,477520000,0,8762411000,8832888000,70477000,21004069000,467703000,2219106000,-523248000,COST,USD,0000909832,2007-12-21,2007-12-21 15:41:54,2008,Q1,15809530000,13823511000,1986019000,0,0,0,1591086000,79000,1591165000,15414676000,0,0,0,141494000,536348000,395000000,-146000,394854000,10309000,405163000,143182000,262000000,0,0,262000000,0,262000000,0.6,0.59,435090000,445717000,COST,USD,0000909832,2007-12-21,2007-12-21 15:41:54,2008,Q1,261981000,141494000,-4343000,38150000,-147809000,0,-839076000,788673000,-97406000,-18590000,270883000,-437067000,4731000,-42105000,156715000,-7092000,-324818000,-14000000,-14000000,0,-215000000,-215000000,69000000,-284000000,0,-63069000,-63069000,0,289937000,-2132000,18688000,-37379000,2742354000,2779733000,270883000,-437067000,-166184000,0,0
2007-08-31,COST,USD,0000909832,2007-10-25,2007-10-25 15:39:49,2007,Q4,2779733000,575787000,3355520000,762017000,762017000,0,4879465000,0,327151000,9324153000,9519780000,0,0,0,0,0,762653000,10282433000,0,19606586000,5124990000,5124990000,0,1494586000,113737000,0,0,692176000,1156264000,8581753000,2107978000,0,0,224197000,0,2332175000,0,0,10913928000,0,0,2185000,5132343000,3118224000,370589000,0,8623341000,8692658000,69317000,19606586000,575787000,2221715000,-558018000,COST,USD,0000909832,2007-10-25,2007-10-25 15:39:49,2007,Q4,20477260000,17931405000,2545855000,0,0,0,1985916000,13608000,1999524000,19930929000,0,0,31776000,177960000,724291000,546331000,8722000,555053000,26706000,581759000,209337000,372422000,0,0,372422000,0,372422000,0.83,0.83,435404000,449000000,COST,USD,0000909832,2007-10-25,2007-10-25 15:39:49,2007,Q4,372422000,177960000,-80293000,0,23908000,0,106899000,0,-82991000,36334000,522790000,-497262000,1618000,-379201000,462056000,-1312000,-414101000,-69955000,-69955000,0,-339156000,-339156000,132290000,-471446000,0,-128107000,-128107000,0,33077000,-504141000,14249000,-381203000,2779733000,3160936000,522790000,-497262000,25528000,0,0
2007-05-13,COST,USD,0000909832,2007-06-15,2007-06-15 16:50:36,2007,Q3,3160936000,660090000,3821026000,621554000,621554000,0,4954795000,0,293068000,9690443000,9098325000,0,0,0,0,0,749717000,9848042000,0,19538485000,5188881000,5188881000,0,1433390000,62052000,0,0,664521000,1237910000,8586754000,2158862000,0,0,243907000,0,2402769000,0,0,10989523000,0,0,2201000,5229557000,2948614000,300892000,0,8481264000,8548962000,67698000,19538485000,660090000,2220914000,-940022000,COST,USD,0000909832,2007-06-15,2007-06-15 16:50:36,2007,Q3,14659255000,12877587000,1781668000,0,0,0,1441672000,0,1441672000,14319259000,0,0,0,129830000,469826000,339996000,-931000,339065000,16822000,355887000,131901000,223986000,0,0,223986000,0,223986000,0.5,0.49,445471000,455889000,COST,USD,0000909832,2007-06-15,2007-06-15 16:50:36,2007,Q3,223986000,129830000,9100000,0,454911000,0,7843000,0,447068000,14947000,827699000,-226696000,7390000,-236879000,242169000,-16501000,-230517000,1685520000,1685520000,0,-525262000,-525262000,62143000,-587405000,0,-58277000,-58277000,0,-116440000,985541000,6308000,1589031000,3160936000,1571905000,827699000,-226696000,601003000,0,0
2007-02-18,COST,USD,0000909832,2007-03-30,2007-03-30 15:53:56,2007,Q2,1571905000,661414000,2233319000,792238000,792238000,0,4930855000,0,319353000,8275765000,8916771000,0,0,0,0,0,732685000,9649456000,0,17925221000,4961747000,4961747000,0,1506153000,461119000,0,0,654207000,1081274000,8664500000,168020000,0,0,238153000,0,406173000,0,0,9070673000,0,0,2247000,5610470000,2930688000,244995000,0,8788400000,8854548000,66148000,17925221000,661414000,629139000,-942766000,COST,USD,0000909832,2007-03-30,2007-03-30 15:53:56,2007,Q2,15112016000,13251752000,1860264000,0,0,0,1495477000,0,1495477000,14747229000,0,0,0,131619000,496406000,364787000,-3459000,361328000,32906000,394234000,144756000,249478000,0,0,249478000,0,249478000,0.55,0.54,450901000,461575000,COST,USD,0000909832,2007-03-30,2007-03-30 15:53:56,2007,Q2,249478000,131619000,-18816000,0,-57163000,0,441426000,0,-498589000,25485000,318425000,-272941000,1638000,-229024000,336460000,-3719000,-167586000,65816000,65816000,0,-429482000,-429482000,77625000,-507107000,0,0,0,0,-53132000,-416798000,-5237000,-271196000,1571905000,1843101000,318425000,-272941000,45484000,0,0
2006-11-26,COST,USD,0000909832,2006-12-22,2006-12-22 15:39:23,2007,Q1,1843101000,770833000,2613934000,607032000,607032000,0,5388792000,0,254501000,8864259000,8831818000,0,0,0,0,0,719097000,9550915000,0,18415174000,5537829000,5537829000,0,1394492000,396128000,0,0,633776000,984634000,8946859000,174733000,0,0,257141000,0,431874000,0,0,9378733000,0,0,2278000,5844328000,2854428000,270952000,0,8971986000,9036441000,64455000,18415174000,770833000,570861000,-1272240000,COST,USD,0000909832,2006-12-22,2006-12-22 15:39:23,2007,Q1,14151624000,12388958000,1762666000,0,0,0,1405194000,0,1405194000,13794152000,0,0,0,126976000,484448000,357472000,-4332000,353140000,24971000,378111000,141225000,236886000,0,0,236886000,0,236886000,0.52,0.51,458873000,467836000,COST,USD,0000909832,2006-12-22,2006-12-22 15:39:23,2007,Q1,236886000,126976000,-2730000,32253000,25055000,0,-828681000,815884000,37852000,-10950000,407490000,-388800000,3408000,-315559000,873238000,-15393000,156894000,14873000,14873000,0,-375719000,-375719000,35930000,-411649000,0,0,0,0,131612000,-229234000,-2988000,332162000,1843101000,1510939000,407490000,-388800000,18690000,0,0
2006-08-31,COST,USD,0000909832,2006-11-17,2006-11-17 16:59:34,2006,Q4,1510939000,1322181000,2833120000,565373000,565373000,0,4568723000,0,264866000,8232082000,8564295000,0,0,0,0,0,698693000,9262988000,0,17495070000,4581395000,4581395000,0,1404656000,349908000,0,0,583946000,899286000,7819191000,215369000,0,0,253713000,0,469082000,0,0,8288273000,0,0,2312000,6041212000,2822652000,277263000,0,9143439000,9206797000,63358000,17495070000,1322181000,565277000,-945662000,COST,USD,0000909832,2006-11-17,2006-11-17 16:59:34,2006,Q4,19896123000,17476424000,2419699000,0,0,0,1903953000,0,1903953000,19380377000,0,0,0,178557000,694303000,515746000,-1632000,514114000,40595000,554709000,199110000,355599000,0,0,355599000,0,355599000,0.75,0.75,463775000,474000000,COST,USD,0000909832,2006-11-17,2006-11-17 16:59:34,2006,Q4,355599000,178557000,-29677000,87885000,65128000,0,-154490000,278863000,-59245000,-76155000,600849000,-456516000,6374000,-917712000,878439000,-20090000,-509505000,-29687000,-29687000,0,-463842000,-463842000,67554000,-531396000,0,-121359000,-121359000,0,34780000,-580108000,-10745000,-499509000,1510939000,2010448000,600849000,-456516000,144333000,0,0
2006-05-07,COST,USD,0000909832,2006-06-16,2006-06-16 16:27:49,2006,Q3,2010448000,1291304000,3301752000,354189000,354189000,0,4415889000,0,275303000,8347133000,8274019000,0,0,0,0,0,663175000,8937194000,0,17284327000,4439297000,4439297000,0,1313538000,369109000,0,0,576609000,793753000,7492306000,229931000,0,0,261247000,0,491178000,0,0,7983484000,0,0,2349000,6361193000,2609409000,265670000,0,9238621000,9300843000,62222000,17284327000,1291304000,599040000,-1411408000,COST,USD,0000909832,2006-06-16,2006-06-16 16:27:49,2006,Q3,13273175000,11635052000,1638123000,0,0,0,1282234000,0,1282234000,12917286000,0,0,0,112331000,483915000,355889000,-1182000,354707000,31072000,385779000,150184000,235595000,0,0,235595000,0,235595000,0.5,0.49,470516000,480533000,COST,USD,0000909832,2006-06-16,2006-06-16 16:27:49,2006,Q3,235595000,112331000,-2813000,0,-47683000,0,-100176000,0,52493000,-14767000,282663000,-252427000,878000,-582825000,570466000,-2597000,-266505000,-61676000,-61676000,0,-162185000,-162185000,137756000,-299941000,0,-54096000,-54096000,0,32252000,-245705000,209000,-229338000,2010448000,2239786000,282663000,-252427000,30236000,0,0
2006-02-12,COST,USD,0000909832,2006-03-23,2006-03-23 16:49:39,2006,Q2,2239786000,1277605000,3517391000,413404000,413404000,0,4277534000,0,243801000,8452130000,8066278000,0,0,0,0,0,657158000,8723436000,0,17175566000,4394338000,4394338000,0,1412951000,66440000,0,0,570190000,806102000,7250021000,536998000,0,0,261349000,0,798347000,0,0,8048368000,0,0,2348000,6448955000,2407200000,207514000,0,9066017000,9127198000,61181000,17175566000,1277605000,603438000,-1636348000,COST,USD,0000909832,2006-03-23,2006-03-23 16:49:39,2006,Q2,14054576000,12303850000,1750726000,0,0,0,1319410000,0,1319410000,13623260000,0,0,0,109797000,543002000,432744000,-1428000,431316000,32302000,463618000,167415000,296203000,0,0,296203000,0,296203000,0.63,0.62,471889000,482127000,COST,USD,0000909832,2006-03-23,2006-03-23 16:49:39,2006,Q2,296203000,109797000,2334000,0,379915000,0,577939000,0,-198024000,17959000,806208000,-231056000,5134000,-471175000,480785000,-7050000,-223362000,74839000,74839000,0,-337392000,-337392000,90301000,-427693000,0,0,0,0,-106593000,-375493000,23553000,230906000,2239786000,2008880000,806208000,-231056000,575152000,0,0
2005-11-20,COST,USD,0000909832,2005-12-21,2005-12-21 17:11:23,2006,Q1,2008880000,1280598000,3289478000,405497000,405497000,0,4825284000,0,321926000,8842185000,7915639000,0,0,0,0,0,624396000,8540035000,0,17382220000,4859490000,4859490000,0,1275706000,67006000,0,0,542940000,709689000,7454831000,546820000,0,0,254006000,0,800826000,0,0,8255657000,0,0,2379000,6597873000,2337644000,129136000,0,9067032000,9126563000,59531000,17382220000,1280598000,613826000,-1395054000,COST,USD,0000909832,2005-12-21,2005-12-21 17:11:23,2006,Q1,12927353000,11330171000,1597182000,0,0,0,1271687000,0,1271687000,12601858000,0,0,0,114600000,325495000,325495000,0,325495000,21816000,347311000,131493000,215818000,0,0,215818000,0,215818000,0.46,0.45,472717000,486367000,COST,USD,0000909832,2005-12-21,2005-12-21 17:11:23,2006,Q1,215818000,114600000,-8155000,19512000,-202987000,0,-823875000,609834000,11054000,-1218000,137570000,-272568000,3354000,-641643000,758101000,-1432000,-154188000,14384000,14384000,0,-107056000,-107056000,76725000,-183781000,0,0,0,0,60751000,-31921000,-5166000,-53705000,2008880000,2062585000,137570000,-272568000,-134998000,0,0
2005-08-31,COST,USD,0000909832,2005-11-10,2005-11-10 17:04:17,2005,Q4,2062585000,1397272000,3459857000,529150000,529150000,0,4014699000,0,234295000,8238001000,7790192000,0,0,0,0,0,637012000,8427204000,0,16665205000,4224676000,4224676000,0,1289080000,57581000,0,0,500558000,688642000,6760537000,710675000,0,0,254270000,0,964945000,0,0,7725482000,0,0,2362000,6624154000,2096554000,158039000,0,8881109000,8939723000,58614000,16665205000,1397272000,768256000,-1294329000,COST,USD,0000909832,2005-11-10,2005-11-10 17:04:17,2005,Q4,16702248000,14654749000,2047499000,0,0,0,1589675000,-9800000,1579875000,16234624000,0,0,0,148283000,615907000,467624000,-1474303000,467624000,1063006000,498853000,144154000,354699000,0,0,354699000,0,354699000,0.72,0.72,477485000,491000000,COST,USD,0000909832,2005-11-10,2005-11-10 17:04:17,2005,Q4,354699000,148283000,-66871000,0,54377000,0,35565000,0,18812000,34788000,525276000,-367374000,12796000,-1082115000,1017003000,3220000,-416470000,-335050000,-335050000,0,-336476000,-336476000,76776000,0,0,-109740000,-109740000,0,1655000,-779611000,8274000,-662531000,2062585000,2725116000,525276000,-367374000,157902000,0,0
2005-05-08,COST,USD,0000909832,2005-06-16,2005-06-16 16:51:03,2005,Q3,2725116000,1325783000,4050899000,297684000,297684000,0,4040253000,0,180530000,8569366000,7629579000,0,0,0,0,0,583474000,8213053000,0,16782419000,4134064000,4134064000,0,1207911000,350335000,0,0,513933000,665102000,6871345000,715448000,0,0,275266000,0,990714000,0,0,7862059000,0,0,2397000,2022695000,6698434000,139352000,0,8862878000,8920360000,57482000,16782419000,1325783000,1065783000,-1659333000,COST,USD,0000909832,2005-06-16,2005-06-16 16:51:03,2005,Q3,11996900000,10503661000,1493239000,0,0,0,1174100000,3000000,1177100000,11680761000,0,0,0,111411000,316139000,316139000,0,316139000,21683000,337822000,128034000,209788000,0,0,209788000,0,209788000,0.44,0.43,478248000,493282000,COST,USD,0000909832,2005-06-16,2005-06-16 16:51:03,2005,Q3,209788000,111411000,-917000,0,150452000,0,-33305000,0,183757000,22893000,493627000,-218559000,723000,-1253967000,671561000,-7076000,-807318000,10181000,10181000,0,32248000,32248000,32248000,0,0,-47733000,-47733000,0,-3165000,-8469000,3941000,-318219000,2725116000,3043335000,493627000,-218559000,275068000,0,0
2005-02-13,COST,USD,0000909832,2005-03-24,2005-03-24 14:47:21,2005,Q2,3043335000,745053000,3788388000,349169000,349169000,0,4002654000,0,222905000,8363116000,7516210000,0,0,0,0,0,569741000,8085951000,0,16449067000,3998561000,3998561000,0,1258862000,343459000,0,0,514352000,659147000,6774381000,732589000,0,0,266635000,0,999224000,0,0,7773605000,0,0,2387000,6543764000,1948871000,119794000,0,8614816000,8675462000,60646000,16449067000,745053000,1076048000,-1967287000,COST,USD,0000909832,2005-03-24,2005-03-24 14:47:21,2005,Q2,12658077000,11056064000,1602013000,0,0,0,1208118000,4000000,1212118000,12268182000,0,0,0,110114000,389895000,389895000,0,389895000,15799000,405694000,100242000,305452000,0,0,305452000,0,305452000,0.64,0.62,474221000,493700000,COST,USD,0000909832,2005-03-24,2005-03-24 14:47:21,2005,Q2,305452000,110114000,2572000,0,286889000,0,471540000,0,-184651000,14713000,719740000,-198370000,1265000,-906577000,505222000,1003000,-597457000,55329000,55329000,0,38733000,38733000,38733000,0,0,0,0,0,-46178000,47884000,-11831000,158336000,3043335000,2884999000,719740000,-198370000,521370000,0,0
2004-11-21,COST,USD,0000909832,2004-12-17,2004-12-17 17:25:35,2005,Q1,2884999000,341440000,3226439000,373928000,373928000,0,4494949000,0,291705000,8387021000,7454743000,0,0,0,0,0,568554000,8023297000,0,16410318000,4468899000,4468899000,0,1158442000,316471000,0,0,498589000,593984000,7036385000,858144000,0,0,246058000,0,1104202000,0,0,8140587000,0,0,2359000,6286045000,1770221000,151377000,0,8210002000,8269731000,59729000,16410318000,341440000,1174615000,-1710384000,COST,USD,0000909832,2004-12-17,2004-12-17 17:25:35,2005,Q1,11578003000,10132487000,1445516000,0,0,0,1144871000,0,1144871000,11277358000,0,0,0,108060000,300645000,300645000,0,300645000,5948000,306593000,113440000,193153000,0,0,193153000,0,193153000,0.41,0.4,465869000,489284000,COST,USD,0000909832,2004-12-17,2004-12-17 17:25:35,2005,Q1,193153000,108060000,526000,11820000,-292122000,0,-789593000,718226000,-220755000,23097000,44534000,-211128000,4648000,-498770000,475102000,-7336000,-237484000,90585000,90585000,0,130496000,130496000,130496000,0,0,0,0,0,464000,221545000,33269000,61864000,2884999000,2823135000,44534000,-211128000,-166594000,0,0
2004-08-31,COST,USD,0000909832,2004-11-12,2004-11-12 17:15:28,2004,Q4,2823135000,306747000,3129882000,335175000,335175000,0,3643585000,0,160457000,7269099000,7219829000,0,0,0,0,0,603620000,7823449000,0,15092548000,3600200000,3600200000,0,1127218000,327189000,0,0,453881000,662062000,6170550000,993746000,0,0,244176000,0,1237922000,0,0,7408472000,0,0,2313000,1466366000,6139987000,16144000,0,7624810000,7684076000,59266000,15092548000,306747000,1320935000,-1502200000,COST,USD,0000909832,2004-11-12,2004-11-12 17:15:28,2004,Q4,15139301000,13229605000,1909696000,0,0,0,1442689000,1500000,1444189000,14673794000,0,0,25740000,137147000,602654000,465507000,-1385648000,465507000,895970000,471060000,174292000,296768000,0,0,296768000,0,296768000,0.61,0.61,461959000,485000000,COST,USD,0000909832,2004-11-12,2004-11-12 17:15:28,2004,Q4,296768000,137147000,47592000,0,-33291000,0,-5853000,0,-27438000,31918000,480134000,-260468000,0,86183000,0,-66846000,-241131000,88393000,88393000,0,83197000,83197000,83197000,0,0,0,0,0,-91395000,80195000,11009000,330207000,2823135000,2492928000,480134000,-260468000,219666000,0,0
2004-05-09,COST,USD,0000909832,2004-06-17,2004-06-17 14:52:15,2004,Q3,2492928000,288770000,2781698000,255066000,255066000,0,3612243000,0,276402000,6925409000,7148721000,0,0,0,0,0,541152000,7689873000,0,14615282000,3557140000,3557140000,0,1105361000,17971000,0,0,462348000,701575000,5844395000,1292256000,0,0,204609000,0,1496865000,0,0,7341260000,0,0,2297000,5889417000,1353540000,-33148000,0,7212106000,7274022000,61916000,14615282000,288770000,1310227000,-1182701000,COST,USD,0000909832,2004-06-17,2004-06-17 14:52:15,2004,Q3,10897239000,9540312000,1356927000,0,0,0,1055280000,-8500000,1046780000,10587092000,0,0,0,103761000,310147000,310147000,0,310147000,5184000,315331000,116673000,198658000,0,0,198658000,0,198658000,0.43,0.42,459074000,482485000,COST,USD,0000909832,2004-06-17,2004-06-17 14:52:15,2004,Q3,198658000,103761000,-17018000,0,62567000,0,-7200000,0,69767000,-2003000,345965000,-114234000,0,-294975000,0,134372000,-274837000,245446000,245446000,0,15462000,15462000,15462000,0,0,0,0,0,435000,261343000,-15480000,316991000,2492928000,2175937000,345965000,-114234000,231731000,0,0
2004-02-15,COST,USD,0000909832,2004-03-25,2004-03-25 16:46:45,2004,Q2,2175937000,111709000,2287646000,308864000,308864000,0,3642364000,0,260721000,6499595000,7202888000,0,0,0,0,0,574985000,7777873000,0,14277468000,3267942000,3267942000,0,1171547000,43615000,0,0,460337000,644029000,5587470000,1313185000,0,0,203605000,0,1516790000,0,0,7104260000,0,0,2294000,5736698000,1325975000,46824000,0,7111791000,7173208000,61417000,14277468000,111709000,1356800000,-819137000,COST,USD,0000909832,2004-03-25,2004-03-25 16:46:45,2004,Q2,11548974000,10101977000,1446997000,0,0,0,1088821000,3000000,1091821000,11193798000,0,0,0,102474000,355176000,355176000,0,355176000,4811000,359987000,133195000,226792000,0,0,226792000,0,226792000,0.49,0.48,458228000,481537000,COST,USD,0000909832,2004-03-25,2004-03-25 16:46:45,2004,Q2,226792000,102474000,-1336000,0,232066000,0,453107000,0,-221041000,9407000,569403000,-108840000,0,15033000,0,-9752000,-103559000,-111662000,-111662000,0,20162000,20162000,20162000,0,0,0,0,0,1012000,-90488000,-939000,374417000,2175937000,1801520000,569403000,-108840000,460563000,0,0
