operating_cash_flow,capital_expenditures,free_cash_flow,net_income,revenue,working_capital_change,dividend_payout,share_buybacks,year_x,fcf_to_net_income,fcf_margin,total_capital_return,cash_conversion_cycle,fcf_margin_trend_1yr,fcf_trend_4q,fcf_margin_velocity_qoq,fcf_velocity_qoq,ocf_velocity_qoq,fcf_margin_acceleration,symbol,date,cost_of_revenue,inventory,current_assets,current_liabilities,ocf_to_revenue,ocf_to_revenue_yoy,fcf_to_revenue,capex_intensity,capex_intensity_trend,dio,working_capital_to_revenue,company,year_y,label,label_name
664000000,-343000000,321000000,320000000,21628000000,97000000,0,-163000000,2011,1.003125,1.484187164786388,-163000000,17.281302015905297,-0.6676918310034141,0.0,-0.18023188553655878,-31.556503198294237,-29.436769394261418,0.7398421058899975,COST,2011-11-20,18931000000,7618000000,14993000000,13311000000,3.0700943221749584,-17.964521299549972,1.484187164786388,1.5859071573885706,-0.0046121003691090845,146.8791928582748,0.07776955798039578,Costco Wholesale Corporation,2011,1,HOLD
580000000,-289000000,291000000,394000000,22967000000,-113000000,0,-149000000,2012,0.7385786802030457,1.26703531153394,-149000000,26.889885487873897,-1.08985091601097,0.0,-0.21715185325244812,-9.345794392523366,-12.650602409638555,-0.036919967715889346,COST,2012-02-12,20139000000,6934000000,14360000000,12409000000,2.5253624765968565,-27.387132646061463,1.26703531153394,1.2583271650629164,0.137369081230581,125.67207905059834,0.08494796882483563,Costco Wholesale Corporation,2012,1,HOLD
1083000000,-268000000,815000000,386000000,22324000000,429000000,0,-140000000,2012,2.11139896373057,3.65077943020964,-140000000,12.426088514603123,1.0662863884601368,1.0,2.3837441186757,180.06872852233676,86.72413793103448,2.600895971928148,COST,2012-05-06,19543000000,7044000000,14591000000,12366000000,4.851281132413546,23.363712446072206,3.65077943020964,1.2005017022039062,-0.14750780174799205,131.5591260297805,0.09966851818670489,Costco Wholesale Corporation,2012,1,HOLD
730000000,-580000000,150000000,609000000,32218000000,-233000000,0,-180000000,2012,0.24630541871921183,0.46557824818424487,-180000000,9.278508908063813,-1.1988408021387018,0.0,-3.185201182025395,-81.59509202453987,-32.59464450600185,-5.568945300701095,COST,2012-08-31,28210000000,7096000000,13526000000,12260000000,2.265814141163325,-32.1507854732198,0.46557824818424487,1.80023589297908,0.12517023892272383,91.81283232896136,0.03929480414675026,Costco Wholesale Corporation,2012,1,HOLD
1102000000,-488000000,614000000,416000000,23715000000,409000000,0,-36000000,2012,1.4759615384615385,2.589078642209572,-36000000,7.726333544170359,1.104891477423184,1.0,2.123500394025327,309.33333333333337,50.95890410958903,5.308701576050722,COST,2012-11-25,20726000000,8152000000,15405000000,14135000000,4.6468479865064305,51.35847628337511,2.589078642209572,2.0577693442968585,0.47186218690828796,143.56267490109042,0.05355260383723382,Costco Wholesale Corporation,2012,1,HOLD
423000000,-455000000,-32000000,547000000,24871000000,-418000000,0,-1000000,2013,-0.05850091407678245,-0.12866390575368905,-1000000,21.14772224679345,-1.395699217287629,0.0,-2.717742547963261,-105.21172638436482,-61.61524500907441,-4.841242941988588,COST,2013-02-17,21766000000,7582000000,15110000000,13045000000,1.700776004181577,-32.65220260683056,-0.12866390575368905,1.829439909935266,0.5711127448723496,127.1446292382615,0.08302842668167745,Costco Wholesale Corporation,2013,1,HOLD
2874000000,-1379000000,1495000000,459000000,24083000000,624000000,0,-36000000,2013,3.2570806100217866,6.207698376448117,-36000000,14.867956649919023,2.556918946238477,1.0,6.336362282201806,-4771.875,579.4326241134752,9.054104830165066,COST,2013-05-12,21038000000,7635000000,15863000000,13509000000,11.933729186563136,145.9912930386292,6.207698376448117,5.726030810115019,4.5255291079111135,132.46387489305067,0.09774529751276834,Costco Wholesale Corporation,2013,1,HOLD
563000000,-704000000,-141000000,617000000,32487000000,-418000000,0,-1000000,2013,-0.22852512155591573,-0.4340197617508542,-1000000,13.74072706005478,-0.8995980099350991,0.0,-6.641718138198971,-109.4314381270903,-80.41057759220598,-12.978080420400778,COST,2013-08-31,28418000000,7894000000,15840000000,13257000000,1.7330008926647582,-23.515311287844952,-0.4340197617508542,2.1670206544156123,0.36678476143653227,101.39031599690337,0.07950872656755009,Costco Wholesale Corporation,2013,1,HOLD
939000000,-574000000,365000000,425000000,25017000000,219000000,0,-163000000,2013,0.8588235294117647,1.4590078746452413,-163000000,18.719071031698434,-1.1300707675643307,1.0,1.8930276363960954,-358.86524822695037,66.78507992895204,8.534745774595066,COST,2013-11-24,21824000000,9337000000,17473000000,14933000000,3.753447655594196,-19.225942692907118,1.4590078746452413,2.2944397809489545,0.23667043665209597,156.15858687683286,0.10153095894791542,Costco Wholesale Corporation,2013,1,HOLD
713000000,-447000000,266000000,463000000,26306000000,-60000000,0,0,2014,0.5745140388768899,1.0111761575306013,0,25.030791454421035,1.1398400632842904,0.0,-0.44783171711464,-27.123287671232877,-24.0681576144835,-2.3408593535107354,COST,2014-02-16,23043000000,8267000000,16634000000,13884000000,2.7104082718771383,59.363035767981806,1.0111761575306013,1.699232114346537,-0.13020779558872908,130.9488781842642,0.10453888846650954,Costco Wholesale Corporation,2014,1,HOLD
